DATE,PRCP,SNOW,SNWD,TMAX,TMIN,AWND,PGTM,TAVG,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,warning,closed,work call early release ,delayed report
6/2/2020,13,0,0,294,156,35,,217,40,40,89,107,,,1,,,,,,,,,,,
6/3/2020,0,0,0,289,122,34,,208,10,10,130,161,,,1,,,,,,,,,,,
6/4/2020,0,0,0,317,133,43,,227,30,60,103,134,,,1,,,,,,,,,,,
6/5/2020,15,0,0,344,122,46,,233,100,120,139,210,,,1,,,,,,,,,,,
6/6/2020,8,0,0,272,144,58,,211,250,250,228,277,,,1,,,,,,,,,,,
6/7/2020,0,0,0,311,122,73,,215,210,220,170,237,,,,,,,,,,,,,,
6/8/2020,0,0,0,283,94,68,,211,360,350,201,264,,,,,,,,,,,,,,
6/9/2020,23,0,0,194,39,86,,116,330,340,157,246,1,,,1,,,,,,,,,,
6/10/2020,0,0,0,233,72,38,,149,110,130,76,116,,,,,,,,,,,,,,
6/11/2020,0,0,0,289,67,32,,187,110,120,94,121,,,,,,,,,,,,,,
6/12/2020,0,0,0,317,106,46,,221,150,150,112,148,,,,,,,,,,,,,,
6/13/2020,0,0,0,328,117,37,,227,180,150,116,192,,,1,,,,,,,,,,,
6/14/2020,0,0,0,328,150,61,,224,240,230,130,174,,,,,,,,,,,,,,
6/15/2020,0,0,0,339,139,48,,249,160,140,125,165,,,,,,,,,,,,,,
6/16/2020,0,0,0,339,133,60,,243,160,230,157,206,,,,,,,,,,,,,,
6/17/2020,0,0,0,339,122,68,,247,340,340,139,192,,,,,,,,1,,,,,,
6/18/2020,15,0,0,233,117,62,,201,330,330,130,179,1,,,,,,,,,,,,,
6/19/2020,102,0,0,178,78,25,,142,290,290,148,206,,,1,,1,,,,,,,,,
6/20/2020,0,0,0,289,83,27,,169,150,140,81,112,,,,,,,,,,,,,,
6/21/2020,0,0,0,311,122,46,,222,340,220,116,188,,,1,,,,,,,,,,,
6/22/2020,0,0,0,278,122,41,,209,260,260,157,206,,,1,,,,,,,,,,,
6/23/2020,3,0,0,272,111,38,,197,310,300,130,179,,,1,,,,,,,,,,,
6/24/2020,10,0,0,317,122,33,,213,230,220,125,179,,,1,,,,,,,,,,,
6/25/2020,0,0,0,350,133,37,,238,290,290,139,206,,,,,,,,,,,,,,
6/26/2020,8,0,0,300,144,65,,226,40,340,165,210,,,1,,,,,,,,0,1,0,0
6/27/2020,0,0,0,300,133,37,,203,250,170,98,139,,,1,,,,,,,,,,,
6/28/2020,0,0,0,339,144,31,,236,210,210,134,228,,,,,,,,,,,,,,
6/29/2020,0,0,0,344,150,45,,254,240,210,130,161,,,,,,,,1,,,,,,
6/30/2020,0,0,0,294,156,53,,240,240,250,125,161,,,,,,,,,,,,,,
7/1/2020,0,0,0,283,100,49,,203,180,160,116,170,,,,,,,,,,,,,,
7/2/2020,0,0,0,350,150,46,,243,180,190,134,174,1,,,,,,,1,,,,,,
7/3/2020,38,0,0,306,122,31,,223,310,300,143,201,,,1,,,,,,,,,,,
7/4/2020,122,0,0,294,144,49,,205,290,280,161,206,,,1,,,,,1,,,,,,
7/5/2020,0,0,0,278,133,41,,193,340,340,161,210,,,1,,,,,1,,,,,,
7/6/2020,0,0,0,322,128,35,,219,150,140,98,121,,,,,,,,,,,,,,
7/7/2020,5,0,0,322,144,36,,238,250,280,165,224,,,1,,,,,,,,,,,
7/8/2020,0,0,0,356,128,34,,247,70,60,81,121,,,,,,,,,,,,,,
7/9/2020,0,0,0,344,172,50,,268,120,130,148,192,,,,,,,,,,,,,,
7/10/2020,0,0,0,356,194,33,,258,130,150,98,134,1,,,,,,,1,,,,,,
7/11/2020,0,0,0,350,194,57,,269,340,330,139,192,,,,,,,,,,,,,,
7/12/2020,0,0,0,311,194,42,,248,240,200,139,259,,,1,,,,,1,,,0,1,0,0
7/13/2020,0,0,0,344,189,50,,271,230,230,157,206,,,,,,,,,,,,,,
7/14/2020,46,0,0,333,156,41,,243,40,40,134,165,,,1,,1,,,,,,,,,
7/15/2020,66,0,0,289,156,44,,203,130,130,139,174,,,1,,,,,,,,,,,
7/16/2020,0,0,0,300,139,40,,202,290,290,148,224,,,1,,,,,,,,,,,
7/17/2020,0,0,0,344,144,35,,238,260,260,148,201,,,,,,,,,,,,,,
7/18/2020,0,0,0,350,178,37,,262,40,40,103,148,,,,,,,,,,,,,,
7/19/2020,0,0,0,294,161,39,,239,350,360,116,157,,,,,,,,,,,,,,
7/20/2020,0,0,0,339,133,36,,233,30,40,192,259,,,,,,,,,,,,,,
7/21/2020,15,0,0,300,133,42,,217,290,310,148,206,,,1,,,,,,,,,,,
7/22/2020,0,0,0,322,144,36,,223,180,160,89,148,,,,,,,,,,,,,,
7/23/2020,0,0,0,328,156,27,,249,110,120,58,98,,,,,,,,,,,,,,
7/24/2020,0,0,0,344,167,38,,246,330,170,116,206,,,1,,,,,,,,,,,
7/25/2020,0,0,0,300,144,36,,217,170,170,112,148,,,1,,,,,,,,,,,
7/26/2020,41,0,0,294,156,37,,209,330,320,103,143,,,1,,,,,,,,,,,
7/27/2020,56,0,0,272,161,31,,198,150,160,94,116,1,,1,,,,,,,,,,,
7/28/2020,0,0,0,256,150,29,,187,330,330,107,148,1,1,1,,,,,,,,,,,
7/29/2020,0,0,0,344,128,50,,224,290,290,157,228,,,,,,,,,,,,,,
7/30/2020,0,0,0,300,150,49,,228,40,30,125,183,,,1,,,,,,,,,,,
7/31/2020,0,0,0,322,128,34,,213,330,310,174,237,,,1,,,,,1,,,,,,
8/1/2020,0,0,0,311,139,32,,222,60,60,143,197,,,,,,,,,,,,,,
8/2/2020,0,0,0,289,144,31,,217,160,80,94,107,,,1,,,,,,,,,,,
8/3/2020,3,0,0,250,144,36,,180,340,330,134,174,1,,1,,,,,1,,,,,,
8/4/2020,13,0,0,339,144,31,,218,70,70,139,192,1,,1,,,,,1,,,,,,
8/5/2020,74,0,0,300,139,31,,210,150,150,125,174,1,,1,,,,,,,,,,,
8/6/2020,8,0,0,328,150,33,,223,30,230,125,161,,,1,,,,,,,,,,,
8/7/2020,0,0,0,350,156,34,,242,230,220,94,112,,,,,,,,,,,,,,
8/8/2020,0,0,0,344,150,36,,267,230,270,89,116,,,,,,,,,,,,,,
8/9/2020,0,0,0,344,161,34,,260,20,50,81,116,,,,,,,,,,,,,,
8/10/2020,0,0,0,339,161,41,,264,70,80,134,170,,,1,,,,,1,,,,,,
8/11/2020,0,0,0,356,139,37,,242,70,80,98,130,,,,,,,,,,,,,,
8/12/2020,0,0,0,322,144,37,,233,140,140,81,103,1,,1,,,,,1,,,,,,
8/13/2020,0,0,0,333,139,36,,242,100,110,98,134,,,,,,,,,,,,,,
8/14/2020,0,0,0,356,139,44,,266,130,130,130,161,,,,,,,,1,,,,,,
8/15/2020,61,0,0,317,161,26,,233,60,60,116,143,,,1,,1,,,1,,,,,,
8/16/2020,211,0,0,333,161,21,,232,310,340,165,224,,,1,,1,,,1,,,,,,
8/17/2020,0,0,0,311,139,38,,225,140,160,103,134,,,,,,,,,,,,,,
8/18/2020,0,0,0,344,133,27,,241,130,260,81,130,,,,,,,,,,,,,,
8/19/2020,10,0,0,328,172,39,,254,330,330,130,174,,,1,,,,,1,,,,,,
8/20/2020,224,0,0,339,144,33,,229,310,230,143,219,,,1,,,,,,,,,,,
8/21/2020,0,0,0,322,150,35,,225,350,350,76,103,,,,,,,,1,,,,,,
8/22/2020,0,0,0,350,156,35,,252,30,40,81,103,,,,,,,,1,,,,,,
8/23/2020,0,0,0,333,161,33,,247,300,300,98,134,,,,,,,,1,,,,,,
8/24/2020,0,0,0,339,161,37,,249,270,270,157,206,,,,,,,,1,,,,,,
8/25/2020,0,0,0,333,172,36,,259,340,340,89,112,,,,,,,,1,,,,,,
8/26/2020,0,0,0,328,156,51,,247,340,340,148,201,,,1,,,,,1,,,,,,
8/27/2020,0,0,0,322,150,30,,230,160,110,76,116,,,,,,,,,,,,,,
8/28/2020,8,0,0,278,150,68,,222,340,340,148,219,1,,,,,,,,,,,,,
8/29/2020,81,0,0,233,122,38,,171,300,300,148,210,1,,1,,,,,,,,,,,
8/30/2020,0,0,0,311,117,33,,204,10,20,170,228,,,1,,,,,,,,,,,
8/31/2020,5,0,0,244,78,72,,169,350,350,143,192,,,,,,,,,,,,,,
9/1/2020,0,0,0,261,111,22,,179,350,350,67,89,,,,,,,,,,,,,,
9/2/2020,0,0,0,294,106,33,,197,170,160,81,112,,,,,,,,1,,,,,,
9/3/2020,0,0,0,261,133,51,,198,10,10,148,188,,,,,,,,,,,,,,
9/4/2020,0,0,0,322,100,27,,207,140,130,76,112,,,,,,,,,,,,,,
9/5/2020,0,0,0,339,144,47,,237,150,140,98,134,,,,,,,,,,,,,,
9/6/2020,0,0,0,361,178,51,,277,340,340,112,148,,,,,,,,1,,,,,,
9/7/2020,0,0,0,322,106,48,,234,340,330,157,197,,,,,,,,1,,,,,,
9/8/2020,41,33,0,106,-10,71,,98,350,350,130,174,1,,,,,,,1,,,,,,
9/9/2020,25,33,80,44,-10,21,,4,150,50,54,63,1,,,,,,,,,,,,,
9/10/2020,15,0,0,72,0,30,,29,150,160,58,72,1,1,,,,,,,,,,,,
9/11/2020,0,0,0,222,44,31,,98,290,300,89,134,1,,,,,,,,,,,,,
9/12/2020,0,0,0,267,78,25,,159,170,170,67,89,,,,,,,,,,,,,,
9/13/2020,0,0,0,272,72,27,,178,160,170,72,98,,,,,,,,,,,,,,
9/14/2020,0,0,0,278,83,41,,189,150,180,94,116,,,,,,,,,,,,,,
9/15/2020,0,0,0,311,100,34,,198,150,160,76,94,,,,,,,,1,,,,,,
9/16/2020,0,0,0,256,117,64,,194,360,350,139,179,,,,,,,,1,,,,,,
9/17/2020,0,0,0,261,72,31,,164,140,150,63,98,,,,,,,,1,,,,,,
9/18/2020,0,0,0,272,139,45,,193,160,150,103,134,,,,,,,,1,,,,,,
9/19/2020,0,0,0,300,106,31,,202,240,240,98,121,,,,,,,,1,,,,,,
9/20/2020,0,0,0,300,117,32,,209,190,180,94,121,,,,,,,,1,,,,,,
9/21/2020,8,0,0,294,139,37,,213,90,90,116,192,,,1,,,,,1,,,,,,
9/22/2020,0,0,0,289,122,34,,204,250,120,94,121,,,1,,,,,,,,,,,
9/23/2020,0,0,0,283,128,36,,201,210,210,94,107,,,,,,,,1,,,,,,
9/24/2020,0,0,0,300,133,30,,205,170,120,72,94,,,,,,,,1,,,,,,
9/25/2020,0,0,0,328,122,33,,224,230,240,72,85,,,,,,,,,,,,,,
9/26/2020,0,0,0,317,150,37,,248,50,60,134,165,,,,,,,,1,,,,,,
9/27/2020,0,0,0,183,61,58,,145,30,30,130,148,,,,,,,,,,,,,,
9/28/2020,0,0,0,156,33,37,,89,360,10,81,116,,,,,,,,,,,,,,
9/29/2020,0,0,0,261,33,31,,133,170,20,76,112,,,,,,,,,,,,,,
9/30/2020,0,0,0,250,78,38,,175,360,10,94,125,,,,,,,,1,,,,,,
10/1/2020,0,0,0,178,56,27,,123,190,200,67,94,,,,,,,,,,,,,,
10/2/2020,0,0,0,256,67,40,,156,360,360,130,165,,,,,,,,1,,,,,,
10/3/2020,0,0,0,200,61,28,,138,320,330,81,125,,,,,,,,,,,,,,
10/4/2020,0,0,0,256,28,40,,139,170,160,94,125,,,,,,,,,,,,,,
10/5/2020,0,0,0,283,94,40,,191,30,30,89,116,,,,,,,,1,,,,,,
10/6/2020,0,0,0,272,78,23,,174,70,150,54,67,,,,,,,,1,,,,,,
10/7/2020,0,0,0,289,106,36,,189,150,140,72,94,,,,,,,,1,,,,,,
10/8/2020,0,0,0,306,89,39,,187,210,220,107,148,,,,,,,,1,,,,,,
10/9/2020,0,0,0,289,139,36,,214,170,170,81,112,,,,,,,,1,,,,,,
10/10/2020,0,0,0,267,89,44,,180,160,160,125,152,,,,,,,,1,,,,,,
10/11/2020,0,0,0,267,44,59,,176,300,310,206,286,,,,,,,,,,,,,,
10/12/2020,0,0,0,250,6,39,,108,280,290,125,165,,,,,,,,,,,0,1,0,0
10/13/2020,0,0,0,233,61,51,,160,140,150,125,157,,,,,,,,,,,,,,
10/14/2020,0,0,0,306,44,55,,187,70,280,157,206,,,,,,,,,,,,,,
10/15/2020,0,0,0,106,22,40,,68,70,180,76,112,,,,,,,,,,,,,,
10/16/2020,0,0,0,144,-21,15,,47,80,80,89,107,,,,,,,,,,,,,,
10/17/2020,0,0,0,244,83,39,,154,330,310,116,183,,,,,,,,,,,,,,
10/18/2020,0,0,0,94,6,36,,51,150,150,81,98,1,1,,,,,,1,,,,,,
10/19/2020,0,0,0,228,-21,23,,78,150,150,89,98,,,,,,,,,,,,,,
10/20/2020,0,0,0,233,56,43,,137,80,90,130,170,,,,,,,,,,,,,,
10/21/2020,0,0,0,256,44,39,,107,180,180,125,157,,,,,,,,,,,,,,
10/22/2020,0,0,0,222,-21,62,,122,350,350,130,170,,,,,,,,,,,,,,
10/23/2020,0,0,0,0,-43,63,,-19,170,340,98,134,,,,,,,,1,,,,,,
10/24/2020,0,0,0,239,-66,43,,26,130,120,139,170,,,,,,,,,,,,,,
10/25/2020,20,33,0,6,-127,66,,-33,360,10,112,143,1,,,,,,,1,,,,,,
10/26/2020,43,48,80,-116,-160,27,,-130,170,180,58,67,1,,,,,,,1,,,0,1,0,0
10/27/2020,0,0,50,44,-171,26,,-76,340,330,63,89,1,,,,,,,1,,,,,,
10/28/2020,0,0,0,117,-16,80,,41,350,350,174,224,,,,,,,,,,,,,,
10/29/2020,0,0,0,144,-10,26,,64,10,340,67,76,,,,,,,,,,,,,,
10/30/2020,0,0,0,167,11,36,,80,160,150,89,116,,,,,,,,,,,,,,
10/31/2020,0,0,0,211,28,46,,120,50,50,112,143,,,,,,,,,,,,,,
11/1/2020,0,0,0,194,-21,29,,78,20,130,58,76,,,,,,,,,,,,,,
11/2/2020,0,0,0,228,0,31,,105,10,140,58,76,,,,,,,,,,,,,,
11/3/2020,0,0,0,256,39,30,,132,30,150,63,72,,,,,,,,,,,,,,
11/4/2020,0,0,0,233,89,40,,159,360,340,76,103,,,,,,,,,,,,,,
11/5/2020,0,0,0,222,50,36,,146,170,190,89,107,,,,,,,,,,,,,,
11/6/2020,0,0,0,244,17,43,,112,160,160,116,139,,,,,,,,,,,,,,
11/7/2020,0,0,0,222,83,55,,154,220,210,134,165,,,,,,,,,,,,,,
11/8/2020,0,0,0,128,50,84,,113,210,210,183,250,,,,,,,,,,,,,,
11/9/2020,3,5,0,106,-32,41,,57,240,260,130,174,1,,,,,,,1,,,,,,
11/10/2020,0,0,0,94,-82,35,,1,10,10,112,134,1,1,,,,,,1,,,,,,
11/11/2020,0,0,0,72,-88,38,,7,170,170,116,143,,,,,,,,,,,,,,
11/12/2020,0,0,0,83,-55,48,,16,150,180,116,157,,,,,,,,,,,,,,
11/13/2020,0,0,0,156,-105,30,,10,180,180,107,130,,,,,,,,,,,,,,
11/14/2020,0,0,0,122,-49,99,,82,260,290,192,250,,,,,,,,,,,,,,
11/15/2020,0,0,0,161,-88,46,,16,300,310,139,201,,,,,,,,,,,,,,
11/16/2020,0,0,0,172,-10,35,,92,140,120,89,116,,,,,,,,,,,,,,
11/17/2020,0,0,0,222,0,34,,91,140,170,94,116,,,,,,,,,,,,,,
11/18/2020,0,0,0,217,61,47,,126,210,210,134,192,,,,,,,,,,,,,,
11/19/2020,0,0,0,233,28,51,,175,290,300,148,197,,,,,,,,,,,,,,
11/20/2020,0,0,0,106,0,47,,61,150,150,103,125,,,,,,,,,,,,,,
11/21/2020,0,0,0,94,-10,28,,34,10,20,76,98,,,,,,,,,,,,,,
11/22/2020,0,0,0,61,-55,51,,18,170,180,107,130,,,,,,,,,,,,,,
11/23/2020,0,0,0,194,-55,41,,36,220,270,107,143,,,,,,,,,,,,,,
11/24/2020,0,0,0,72,-66,68,,44,330,330,157,224,,,,,,,,,,,,,,
11/25/2020,0,0,0,94,-82,28,,-8,70,90,72,89,,,,,,,,,,,,,,
11/26/2020,0,0,0,72,-27,51,,31,340,340,112,148,,,,,,,,,,,,,,
11/27/2020,0,0,0,56,-77,33,,12,190,160,81,98,,,,,,,,,,,,,,
11/28/2020,0,0,0,117,-99,29,,2,350,350,72,89,,,,,,,,,,,,,,
11/29/2020,0,0,0,61,-55,50,,16,350,360,157,210,,,,,,,,,,,,,,
11/30/2020,0,0,0,150,-121,26,,-6,20,160,63,72,,,,,,,,,,,,,,
12/1/2020,0,0,0,67,-38,88,,19,20,10,170,206,,,,,,,,1,,,,,,
12/2/2020,0,0,0,-21,-71,92,,-42,340,350,157,201,,,,,,,,,,,,,,
12/3/2020,0,0,0,106,-21,62,,12,350,340,116,148,,,,,,,,,,,,,,
12/4/2020,0,0,0,172,6,38,,70,320,320,72,98,,,,,,,,,,,,,,
12/5/2020,0,0,0,139,-27,36,,68,330,340,72,98,,,,,,,,,,,,,,
12/6/2020,0,0,0,172,-27,36,,57,30,30,81,103,,,,,,,,,,,,,,
12/7/2020,0,0,0,167,-27,28,,74,36,10,81,85,,,,,,,,,,,,,,
12/8/2020,0,0,0,167,-10,32,,68,360,150,63,76,,,,,,,,,,,,,,
12/9/2020,0,0,0,161,-21,37,,67,10,140,63,89,,,,,,,,,,,,,,
12/10/2020,10,13,0,78,-27,51,,35,340,340,107,143,1,,,,,,,,,,,,,
12/11/2020,23,23,30,-16,-55,12,,-24,10,10,63,76,1,,,,,,,,,,,,,
12/12/2020,10,13,30,-38,-77,35,,-52,340,330,103,139,1,1,,,,,,1,,,,,,
12/13/2020,0,0,30,-38,-116,34,,-61,340,340,112,161,,,,,,,,,,,,,,
12/14/2020,0,0,30,83,-121,51,,-38,340,350,125,174,,,,,,,,,,,,,,
12/15/2020,0,0,0,-10,-121,62,,-31,340,360,134,179,,,,,,,,,,,,,,
12/16/2020,0,0,0,72,-116,31,,-26,200,140,76,94,,,,,,,,,,,,,,
12/17/2020,0,0,0,67,-43,23,,5,40,20,58,63,,,,,,,,,,,,,,
12/18/2020,0,0,0,44,-77,55,,8,10,360,139,174,,,,,,,,,,,,,,
12/19/2020,0,0,0,94,-99,44,,-13,300,310,116,174,,,,,,,,,,,,,,
12/20/2020,0,0,0,117,-71,30,,8,310,310,89,121,,,,,,,,,,,,,,
12/21/2020,0,0,0,144,-10,39,,98,310,310,81,121,,,,,,,,,,,,,,
12/22/2020,0,3,0,172,-32,66,,54,300,310,174,250,,,,,,,,,1,,,,,
12/23/2020,0,0,0,6,-132,67,,-8,310,310,192,277,,,,,,,,,,,,,,
12/24/2020,0,0,0,122,-116,35,,-10,350,340,112,165,,,,,,,,,,,,,,
12/25/2020,0,0,0,128,-55,30,,34,20,20,54,63,,,,,,,,,,,,,,
12/26/2020,0,0,0,150,-38,41,,52,320,310,98,134,,,,,,,,,,,,,,
12/27/2020,0,0,0,89,-38,43,,48,290,290,116,174,,,,,,,,,,,,,,
12/28/2020,84,71,0,6,-49,50,,-13,140,140,103,134,1,1,,,,,,,,,,,,
12/29/2020,5,8,80,44,-82,36,,-18,350,340,98,125,1,1,,,,,,,,,0,1,0,0
12/30/2020,0,0,80,17,-160,22,,-68,30,20,54,63,,,,,,,,,,,,,,
12/31/2020,0,0,50,78,-99,40,,-32,330,330,89,116,,,,,,,,,,,,,,
1/1/2021,0,0,50,39,-49,48,,2,320,320,116,148,,,,,,,,,,,,,,
1/2/2021,0,0,50,78,-105,34,,-17,350,330,72,107,,,,,,,,,,,,,,
1/3/2021,0,0,30,89,-71,46,,4,330,340,116,165,,,,,,,,,,,,,,
1/4/2021,0,0,0,89,-49,40,,32,360,300,89,125,,,,,,,,,,,,,,
1/5/2021,0,0,0,128,-27,62,,31,300,300,165,219,,,,,,,,,,,,,,
1/6/2021,0,0,0,50,-66,26,,4,340,330,98,121,,,,,,,,,,,,,,
1/7/2021,0,0,0,78,-66,28,,-5,170,170,58,67,,,,,,,,,,,,,,
1/8/2021,0,0,0,50,-60,34,,-8,160,160,67,81,,,,,,,,,,,,,,
1/9/2021,46,56,0,-21,-43,16,,-25,130,130,54,63,1,,,,,,,,,,,,,
1/10/2021,3,5,50,-43,-132,16,,-48,250,250,40,49,1,1,,,,,,1,,,,,,
1/11/2021,0,0,50,56,-116,21,,-41,20,10,54,63,,,,,,,,1,,,,,,
1/12/2021,0,0,30,94,-99,31,,-17,360,10,63,67,,,,,,,,,,,,,,
1/13/2021,0,0,0,156,17,51,,70,320,330,139,206,,,,,,,,,,,,,,
1/14/2021,0,0,0,94,-71,72,,46,350,360,174,228,,,,,,,,,,,,,,
1/15/2021,0,0,0,61,-77,23,,-26,330,340,67,103,,,,,,,,,,,,,,
1/16/2021,0,0,0,89,-66,40,,9,10,10,103,125,,,,,,,,,,,,,,
1/17/2021,0,0,0,44,-43,26,,-4,210,200,67,81,,,,,,,,,,,,,,
1/18/2021,0,0,0,22,-38,53,,1,40,40,103,143,,,,,,,,1,,,,,,
1/19/2021,0,0,0,11,-82,31,,-25,180,200,98,125,,,,,,,,,,,,,,
1/20/2021,0,0,0,150,-88,34,,-2,310,330,112,143,,,,,,,,,,,,,,
1/21/2021,0,0,0,111,-55,34,,36,130,120,89,116,,,,,,,,,,,,,,
1/22/2021,0,0,0,67,-88,28,,-3,170,150,63,76,,,,,,,,,,,,,,
1/23/2021,0,0,0,133,-82,30,,3,320,300,98,143,1,,,,,,,1,,,,,,
1/24/2021,0,0,0,-38,-71,40,,-33,190,180,76,98,1,1,,,,,,,,,,,,
1/25/2021,64,74,30,33,-55,48,,-24,330,330,130,174,1,,,,,,,1,,,,,,
1/26/2021,33,66,50,-55,-116,40,,-66,160,160,76,94,1,1,,,,,,1,,,,,,
1/27/2021,0,0,80,-16,-177,23,,-103,20,90,58,63,1,1,,,,,,1,,,,,,
1/28/2021,0,0,50,122,-82,26,,-13,350,10,58,67,,,,,,,,,,,,,,
1/29/2021,0,0,0,144,-10,54,,61,270,270,165,215,,,,,,,,,,,,,,
1/30/2021,0,0,0,106,-5,63,,58,20,10,130,157,,,,,,,,,,,,,,
1/31/2021,0,0,0,72,-49,28,,17,160,150,58,76,,,,,,,,,,,,,,
2/1/2021,0,0,0,117,-55,22,,19,10,360,45,54,,,,,,,,,,,,,,
2/2/2021,0,0,0,161,6,36,,75,140,150,67,85,,,,,,,,,,,,,,
2/3/2021,0,0,0,178,-10,71,,84,250,270,174,246,,,,,,,,,,,,,,
2/4/2021,0,0,0,50,-66,55,,6,360,360,143,188,,,,,,,,,,,,,,
2/5/2021,0,0,0,44,-66,43,,-4,190,190,94,116,,,,,,,,,,,,,,
2/6/2021,0,0,0,83,-71,52,,8,310,320,125,174,,,,,,,,,,,,,,
2/7/2021,0,0,0,128,-77,52,,23,270,270,148,237,,,,,,,,,,,,,,
2/8/2021,0,0,0,133,-88,28,,-1,260,260,130,165,1,1,,,,1,,,,,,,,
2/9/2021,0,0,0,-21,-93,23,,-57,270,260,58,72,1,1,,,,,,1,,,,,,
2/10/2021,0,0,0,-55,-93,21,,-82,190,190,45,72,1,1,,,,,,1,,,,,,
2/11/2021,0,5,0,22,-132,28,,-62,170,180,89,103,1,1,,,,,,1,,,,,,
2/12/2021,8,8,0,-132,-188,48,,-138,170,150,72,98,1,,,,,,,1,,,,,,
2/13/2021,13,15,0,-149,-188,31,,-174,150,140,63,76,1,,,,,,,1,,,,,,
2/14/2021,53,41,50,-182,-249,32,,-199,160,160,58,72,1,,,,,,,1,,,1,0,0,0
2/15/2021,0,0,80,-77,-266,12,,-204,30,30,63,67,1,,,,,,,,,,,,,
2/16/2021,0,0,50,33,-149,25,,-68,10,10,76,89,,,,,,,,,,,,,,
2/17/2021,53,84,50,-5,-132,32,,-56,150,150,72,85,1,1,,,,,,,,,1,0,0,0
2/18/2021,20,23,150,-49,-121,15,,-72,90,90,40,45,1,1,,,,,,1,,,,,,
2/19/2021,0,0,100,83,-127,29,,-56,300,290,139,192,1,1,,,,,,1,,,,,,
2/20/2021,0,0,50,56,-93,40,,-14,360,20,134,174,,,,,,,,,,,,,,
2/21/2021,0,0,30,33,-55,40,,3,330,330,98,134,,,,,,,,,,,,,,
2/22/2021,0,0,0,133,-55,29,,27,20,20,72,81,,,,,,,,,,,,,,
2/23/2021,0,0,0,183,-21,45,,70,310,300,134,192,,,,,,,,,,,,,,
2/24/2021,13,81,0,33,-38,65,,12,160,150,130,174,1,,,,,,,1,,,,,,
2/25/2021,53,89,150,-32,-93,28,,-42,110,110,54,76,1,,,,,,,1,,,0,0,0,0
2/26/2021,0,0,50,94,-99,34,,-24,250,310,94,121,,,,,,,,,,,,,,
2/27/2021,0,0,0,78,-60,54,,9,270,250,148,201,,,,,,,,,,,,,,
2/28/2021,0,0,0,11,-71,48,,-19,20,340,89,116,,,,,,,,,,,,,,
3/1/2021,0,0,0,72,-77,38,,-12,180,160,89,130,,,,,,,,,,,,,,
3/2/2021,0,0,0,172,-71,35,,37,30,20,72,85,,,,,,,,,,,,,,
3/3/2021,0,0,0,156,-16,34,,69,160,130,76,125,,,,,,,,,,,,,,
3/4/2021,71,38,0,78,-21,60,,36,340,350,134,192,1,1,,,,,,,,,,,,
3/5/2021,0,0,0,128,0,47,,55,320,320,98,148,,,,,,,,,,,,,,
3/6/2021,0,0,0,167,-27,43,,60,160,150,116,165,,,,,,,,,,,,,,
3/7/2021,0,0,0,183,44,44,,113,160,160,98,130,,,,,,,,,,,,,,
3/8/2021,0,0,0,200,17,42,,98,240,210,130,165,,,,,,,,,,,,,,
3/9/2021,0,0,0,200,33,41,,113,340,340,116,165,,,,,,,,,,,,,,
3/10/2021,0,0,0,111,-16,66,,74,260,260,174,237,,,,,,,,,,,,,,
3/11/2021,0,0,0,72,-32,49,,17,150,170,94,125,,,,,,,,,,,,,,
3/12/2021,3,0,0,28,-10,26,,18,130,130,63,76,1,1,,,,,,1,,,,,,
3/13/2021,119,109,0,22,-16,38,,11,360,350,94,125,1,1,,1,,1,,,,,1,0,0,0
3/14/2021,28,53,130,6,-32,119,,-8,340,340,179,246,1,1,,,,,,,1,,0,0,1,1
3/15/2021,0,0,130,44,-66,36,,-22,330,320,130,188,,,,,,,,,,,0,1,0,0
3/16/2021,0,0,30,67,-16,50,,22,20,330,98,130,,,,,,,,,,,,,,
3/17/2021,0,0,0,67,-27,77,,13,10,350,143,197,,,,,,,,1,,,,,,
3/18/2021,0,0,0,111,-60,32,,17,150,140,81,112,,,,,,,,,,,,,,
3/19/2021,0,0,0,156,-38,30,,52,160,160,81,103,,,,,,,,,,,,,,
3/20/2021,0,0,0,228,11,60,,99,210,230,143,197,,,,,,,,,,,,,,
3/21/2021,89,104,0,117,-10,60,,98,320,330,116,161,1,,,,,,,1,,,,,,
3/22/2021,38,56,150,50,-10,46,,9,30,340,76,107,1,,,,,1,,,,,,,,
3/23/2021,0,0,30,67,-10,72,,22,360,20,116,148,,,,,,,,,,,,,,
3/24/2021,8,10,0,44,-21,52,,7,160,160,89,107,1,,,,,,,,,,,,,
3/25/2021,0,0,0,106,-60,29,,17,220,150,81,112,,,,,,,,,,,,,,
3/26/2021,0,0,0,100,0,30,,53,330,330,98,125,,,,,,,,,,,,,,
3/27/2021,0,0,0,117,-27,39,,46,20,350,116,174,,,,,,,,,,,,,,
3/28/2021,0,0,0,206,-43,26,,70,30,260,67,107,,,,,,,,,,,,,,
3/29/2021,0,0,0,233,-10,80,,127,260,260,183,255,,,,,,,,,,,,,,
3/30/2021,0,0,0,22,-38,44,,14,350,360,107,143,,,,,,,,,,,,,,
3/31/2021,0,0,0,111,-66,28,,11,170,170,76,107,,,,,,,,,,,,,,
4/1/2021,0,0,0,183,-60,40,,59,140,150,81,103,,,,,,,,,,,,,,
